Year,StateAbbr,StateDesc,LocationName,DataSource,Category,Measure,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,TotalPopulation,LocationID,CategoryID,MeasureId,DataValueTypeID,Short_Question_Text,Geolocation
2020,MA,Massachusetts,Worcester,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Crude prevalence,48.3,,,41.4,55.3,862029,25027,PREVENT,COREW,CrdPrv,Core preventive services for older women,POINT (-71.940282 42.3116934)
2021,MA,Massachusetts,Plymouth,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Age-adjusted prevalence,4.4,,,3.2,5.7,533003,25023,PREVENT,ACCESS2,AgeAdjPrv,Health Insurance,POINT (-70.7419417 41.9871959)
2021,MA,Massachusetts,Bristol,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Age-adjusted prevalence,2.7,,,2.4,3.0,580164,25005,HLTHOUT,KIDNEY,AgeAdjPrv,Chronic Kidney Disease,POINT (-71.088894 41.7485884)
2021,MA,Massachusetts,Hampshire,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Age-adjusted prevalence,4.7,,,4.1,5.5,161572,25015,HLTHOUT,CHD,AgeAdjPrv,Coronary Heart Disease,POINT (-72.6636936 42.3394593)
2021,MA,Massachusetts,Hampshire,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Crude prevalence,6.0,,,5.3,6.9,161572,25015,DISABLT,HEARING,CrdPrv,Hearing Disability,POINT (-72.6636936 42.3394593)
2020,MA,Massachusetts,Nantucket,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Crude prevalence,86.6,,,84.5,88.4,14491,25019,PREVENT,CERVICAL,CrdPrv,Cervical Cancer Screening,POINT (-70.1021635 41.2933918)
2020,MA,Massachusetts,Berkshire,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Age-adjusted prevalence,76.1,,,72.1,80.0,128657,25003,PREVENT,MAMMOUSE,AgeAdjPrv,Mammography,POINT (-73.2179276 42.371493)
2021,MA,Massachusetts,Barnstable,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Age-adjusted prevalence,9.5,,,7.8,11.3,232411,25001,DISABLT,MOBILITY,AgeAdjPrv,Mobility Disability,POINT (-70.1648227 41.7061233)
2020,MA,Massachusetts,Suffolk,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Age-adjusted prevalence,79.6,,,77.1,82.0,771245,25025,PREVENT,MAMMOUSE,AgeAdjPrv,Mammography,POINT (-71.018253 42.3385513)
2020,MA,Massachusetts,Norfolk,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,7.0,,,4.1,10.9,724505,25021,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost,POINT (-71.1811102 42.1717377)
2021,MA,Massachusetts,Middlesex,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Crude prevalence,5.2,,,4.3,6.3,1614742,25017,DISABLT,INDEPLIVE,CrdPrv,Independent Living Disability,POINT (-71.3949161 42.4817182)
2021,MA,Massachusetts,Berkshire,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Age-adjusted prevalence,5.1,,,4.4,6.0,128657,25003,HLTHOUT,CHD,AgeAdjPrv,Coronary Heart Disease,POINT (-73.2179276 42.371493)
2020,MA,Massachusetts,Dukes,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Age-adjusted prevalence,40.7,,,33.2,47.8,21097,25007,PREVENT,COREW,AgeAdjPrv,Core preventive services for older women,POINT (-70.7014995 41.3809696)
2021,MA,Massachusetts,Barnstable,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Crude prevalence,8.4,,,7.3,9.7,232411,25001,DISABLT,HEARING,CrdPrv,Hearing Disability,POINT (-70.1648227 41.7061233)
2021,MA,Massachusetts,Suffolk,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,9.0,,,7.8,10.3,771245,25025,HLTHOUT,DIABETES,CrdPrv,Diabetes,POINT (-71.018253 42.3385513)
2021,MA,Massachusetts,Franklin,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Age-adjusted prevalence,24.7,,,21.0,28.3,71015,25011,HLTHOUT,BPHIGH,AgeAdjPrv,High Blood Pressure,POINT (-72.5917921 42.5845038)
2021,MA,Massachusetts,Bristol,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Age-adjusted prevalence,76.0,,,72.3,79.4,580164,25005,PREVENT,CHECKUP,AgeAdjPrv,Annual Checkup,POINT (-71.088894 41.7485884)
2021,MA,Massachusetts,Barnstable,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Crude prevalence,14.7,,,12.2,17.5,232411,25001,RISKBEH,BINGE,CrdPrv,Binge Drinking,POINT (-70.1648227 41.7061233)
2021,MA,Massachusetts,Bristol,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Age-adjusted prevalence,12.0,,,10.6,13.4,580164,25005,HLTHOUT,CASTHMA,AgeAdjPrv,Current Asthma,POINT (-71.088894 41.7485884)
2020,MA,Massachusetts,Franklin,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Crude prevalence,47.7,,,38.5,56.8,71015,25011,PREVENT,COREM,CrdPrv,Core preventive services for older men,POINT (-72.5917921 42.5845038)
2021,MA,Massachusetts,Berkshire,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Crude prevalence,13.0,,,10.7,15.3,128657,25003,DISABLT,COGNITION,CrdPrv,Cognitive Disability,POINT (-73.2179276 42.371493)
2021,MA,Massachusetts,Bristol,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,28.2,,,25.1,31.2,580164,25005,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,POINT (-71.088894 41.7485884)
2020,MA,Massachusetts,Essex,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Crude prevalence,52.1,,,44.0,59.4,807074,25009,PREVENT,COREM,CrdPrv,Core preventive services for older men,POINT (-70.8649085 42.6427082)
2020,MA,Massachusetts,Suffolk,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Age-adjusted prevalence,83.7,,,81.9,85.4,771245,25025,PREVENT,CERVICAL,AgeAdjPrv,Cervical Cancer Screening,POINT (-71.018253 42.3385513)
2021,MA,Massachusetts,Hampshire,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Age-adjusted prevalence,10.0,,,8.3,11.9,161572,25015,DISABLT,MOBILITY,AgeAdjPrv,Mobility Disability,POINT (-72.6636936 42.3394593)
2021,MA,Massachusetts,Dukes,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,8.9,,,7.4,10.4,21097,25007,HLTHSTAT,PHLTH,AgeAdjPrv,Physical Health,POINT (-70.7014995 41.3809696)
2021,MA,Massachusetts,Worcester,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Age-adjusted prevalence,6.6,,,5.5,7.7,862029,25027,DISABLT,INDEPLIVE,AgeAdjPrv,Independent Living Disability,POINT (-71.940282 42.3116934)
2021,MA,Massachusetts,Bristol,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Crude prevalence,4.6,,,3.9,5.5,580164,25005,DISABLT,VISION,CrdPrv,Vision Disability,POINT (-71.088894 41.7485884)
2020,MA,Massachusetts,Dukes,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Crude prevalence,41.6,,,34.0,49.3,21097,25007,PREVENT,COREW,CrdPrv,Core preventive services for older women,POINT (-70.7014995 41.3809696)
2021,MA,Massachusetts,Nantucket,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Age-adjusted prevalence,71.8,,,66.0,77.2,14491,25019,PREVENT,CHECKUP,AgeAdjPrv,Annual Checkup,POINT (-70.1021635 41.2933918)
2020,MA,Massachusetts,Hampden,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Age-adjusted prevalence,67.8,,,64.5,70.5,462718,25013,PREVENT,DENTAL,AgeAdjPrv,Dental Visit,POINT (-72.6356476 42.1361975)
2020,MA,Massachusetts,Essex,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,29.5,,,28.3,30.8,807074,25009,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours,POINT (-70.8649085 42.6427082)
2021,MA,Massachusetts,Nantucket,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,27.3,,,20.5,35.2,14491,25019,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-70.1021635 41.2933918)
2021,MA,Massachusetts,Norfolk,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,36.2,,,32.7,39.8,724505,25021,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol,POINT (-71.1811102 42.1717377)
2021,MA,Massachusetts,Nantucket,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,34.2,,,29.5,39.4,14491,25019,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol,POINT (-70.1021635 41.2933918)
2021,MA,Massachusetts,Suffolk,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,9.1,,,8.0,10.6,771245,25025,HLTHSTAT,PHLTH,CrdPrv,Physical Health,POINT (-71.018253 42.3385513)
2021,MA,Massachusetts,Dukes,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Crude prevalence,6.9,,,5.9,7.9,21097,25007,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease,POINT (-70.7014995 41.3809696)
2020,MA,Massachusetts,Dukes,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Age-adjusted prevalence,78.6,,,74.3,82.2,21097,25007,PREVENT,MAMMOUSE,AgeAdjPrv,Mammography,POINT (-70.7014995 41.3809696)
2021,MA,Massachusetts,Berkshire,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Crude prevalence,7.9,,,6.9,9.2,128657,25003,DISABLT,HEARING,CrdPrv,Hearing Disability,POINT (-73.2179276 42.371493)
2021,MA,Massachusetts,Hampden,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Age-adjusted prevalence,5.5,,,4.7,6.3,462718,25013,DISABLT,VISION,AgeAdjPrv,Vision Disability,POINT (-72.6356476 42.1361975)
2021,MA,Massachusetts,Norfolk,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Age-adjusted prevalence,19.6,,,17.1,22.2,724505,25021,HLTHOUT,ARTHRITIS,AgeAdjPrv,Arthritis,POINT (-71.1811102 42.1717377)
2021,MA,Massachusetts,Essex,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Age-adjusted prevalence,6.5,,,5.3,7.6,807074,25009,DISABLT,INDEPLIVE,AgeAdjPrv,Independent Living Disability,POINT (-70.8649085 42.6427082)
2021,MA,Massachusetts,Bristol,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,11.9,,,10.5,13.3,580164,25005,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,POINT (-71.088894 41.7485884)
2021,MA,Massachusetts,Berkshire,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,79.8,,,76.4,82.8,128657,25003,PREVENT,BPMED,CrdPrv,Taking BP Medication,POINT (-73.2179276 42.371493)
2021,MA,Massachusetts,Suffolk,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Age-adjusted prevalence,5.1,,,4.5,5.9,771245,25025,DISABLT,VISION,AgeAdjPrv,Vision Disability,POINT (-71.018253 42.3385513)
2020,MA,Massachusetts,Franklin,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Age-adjusted prevalence,42.8,,,34.7,50.1,71015,25011,PREVENT,COREW,AgeAdjPrv,Core preventive services for older women,POINT (-72.5917921 42.5845038)
2021,MA,Massachusetts,Essex,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Age-adjusted prevalence,11.0,,,9.8,12.4,807074,25009,HLTHOUT,CASTHMA,AgeAdjPrv,Current Asthma,POINT (-70.8649085 42.6427082)
2020,MA,Massachusetts,Nantucket,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Age-adjusted prevalence,31.0,,,29.5,32.5,14491,25019,RISKBEH,SLEEP,AgeAdjPrv,Sleep <7 hours,POINT (-70.1021635 41.2933918)
2021,MA,Massachusetts,Middlesex,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Age-adjusted prevalence,5.1,,,4.3,6.1,1614742,25017,DISABLT,INDEPLIVE,AgeAdjPrv,Independent Living Disability,POINT (-71.3949161 42.4817182)
2021,MA,Massachusetts,Worcester,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Age-adjusted prevalence,13.4,,,10.6,16.5,862029,25027,RISKBEH,CSMOKING,AgeAdjPrv,Current Smoking,POINT (-71.940282 42.3116934)
2021,MA,Massachusetts,Hampshire,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Crude prevalence,10.3,,,8.6,12.4,161572,25015,DISABLT,MOBILITY,CrdPrv,Mobility Disability,POINT (-72.6636936 42.3394593)
2021,MA,Massachusetts,Franklin,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,9.9,,,8.2,11.6,71015,25011,HLTHSTAT,PHLTH,AgeAdjPrv,Physical Health,POINT (-72.5917921 42.5845038)
2021,MA,Massachusetts,Plymouth,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Age-adjusted prevalence,12.3,,,10.1,14.6,533003,25023,DISABLT,COGNITION,AgeAdjPrv,Cognitive Disability,POINT (-70.7419417 41.9871959)
2021,MA,Massachusetts,Essex,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,24.9,,,22.1,27.7,807074,25009,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,POINT (-70.8649085 42.6427082)
2020,MA,Massachusetts,Plymouth,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Age-adjusted prevalence,79.0,,,76.2,81.6,533003,25023,PREVENT,COLON_SCREEN,AgeAdjPrv,Colorectal Cancer Screening,POINT (-70.7419417 41.9871959)
2021,MA,Massachusetts,Suffolk,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,26.0,,,23.5,28.6,771245,25025,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure,POINT (-71.018253 42.3385513)
2020,MA,Massachusetts,Essex,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Crude prevalence,39.4,,,32.6,46.0,807074,25009,PREVENT,COREW,CrdPrv,Core preventive services for older women,POINT (-70.8649085 42.6427082)
2021,MA,Massachusetts,Berkshire,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Age-adjusted prevalence,13.8,,,11.3,16.4,128657,25003,DISABLT,COGNITION,AgeAdjPrv,Cognitive Disability,POINT (-73.2179276 42.371493)
2020,MA,Massachusetts,Essex,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Crude prevalence,74.5,,,71.6,77.1,807074,25009,PREVENT,DENTAL,CrdPrv,Dental Visit,POINT (-70.8649085 42.6427082)
2021,MA,Massachusetts,Middlesex,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Crude prevalence,72.8,,,69.6,75.9,1614742,25017,PREVENT,CHECKUP,CrdPrv,Annual Checkup,POINT (-71.3949161 42.4817182)
2021,MA,Massachusetts,Norfolk,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Age-adjusted prevalence,7.2,,,6.1,8.3,724505,25021,HLTHOUT,DIABETES,AgeAdjPrv,Diabetes,POINT (-71.1811102 42.1717377)
2021,MA,Massachusetts,Worcester,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Crude prevalence,4.0,,,3.4,4.7,862029,25027,DISABLT,VISION,CrdPrv,Vision Disability,POINT (-71.940282 42.3116934)
2021,MA,Massachusetts,Worcester,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Crude prevalence,76.2,,,72.7,79.2,862029,25027,PREVENT,CHECKUP,CrdPrv,Annual Checkup,POINT (-71.940282 42.3116934)
2021,MA,Massachusetts,Barnstable,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Crude prevalence,6.3,,,5.1,7.6,232411,25001,DISABLT,INDEPLIVE,CrdPrv,Independent Living Disability,POINT (-70.1648227 41.7061233)
2020,MA,Massachusetts,Suffolk,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Age-adjusted prevalence,41.7,,,37.0,46.3,771245,25025,PREVENT,COREW,AgeAdjPrv,Core preventive services for older women,POINT (-71.018253 42.3385513)
2021,MA,Massachusetts,Berkshire,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Age-adjusted prevalence,6.8,,,5.7,8.2,128657,25003,DISABLT,INDEPLIVE,AgeAdjPrv,Independent Living Disability,POINT (-73.2179276 42.371493)
2021,MA,Massachusetts,Worcester,BRFSS,Disability,Any disability among adults aged >=18 years,%,Crude prevalence,26.0,,,22.7,29.7,862029,25027,DISABLT,DISABILITY,CrdPrv,Any Disability,POINT (-71.940282 42.3116934)
2020,MA,Massachusetts,Norfolk,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Crude prevalence,85.7,,,83.5,87.4,724505,25021,PREVENT,CERVICAL,CrdPrv,Cervical Cancer Screening,POINT (-71.1811102 42.1717377)
2021,MA,Massachusetts,Hampshire,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Age-adjusted prevalence,11.1,,,9.8,12.6,161572,25015,HLTHOUT,CASTHMA,AgeAdjPrv,Current Asthma,POINT (-72.6636936 42.3394593)
2021,MA,Massachusetts,Plymouth,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Crude prevalence,6.4,,,5.5,7.4,533003,25023,DISABLT,HEARING,CrdPrv,Hearing Disability,POINT (-70.7419417 41.9871959)
2020,MA,Massachusetts,Nantucket,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Crude prevalence,74.9,,,72.0,77.5,14491,25019,PREVENT,DENTAL,CrdPrv,Dental Visit,POINT (-70.1021635 41.2933918)
2021,MA,Massachusetts,Plymouth,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Crude prevalence,11.4,,,9.4,13.6,533003,25023,DISABLT,MOBILITY,CrdPrv,Mobility Disability,POINT (-70.7419417 41.9871959)
2020,MA,Massachusetts,Nantucket,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Age-adjusted prevalence,54.6,,,45.4,63.1,14491,25019,PREVENT,COREM,AgeAdjPrv,Core preventive services for older men,POINT (-70.1021635 41.2933918)
2021,MA,Massachusetts,Franklin,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,3.3,,,2.9,3.8,71015,25011,HLTHOUT,STROKE,CrdPrv,Stroke,POINT (-72.5917921 42.5845038)
2021,MA,Massachusetts,Norfolk,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Crude prevalence,2.7,,,2.4,3.0,724505,25021,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease,POINT (-71.1811102 42.1717377)
2021,MA,Massachusetts,Berkshire,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Age-adjusted prevalence,86.2,,,83.3,88.7,128657,25003,PREVENT,CHOLSCREEN,AgeAdjPrv,Cholesterol Screening,POINT (-73.2179276 42.371493)
2021,MA,Massachusetts,Suffolk,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Crude prevalence,5.1,,,4.3,6.1,771245,25025,HLTHOUT,COPD,CrdPrv,COPD,POINT (-71.018253 42.3385513)
2020,MA,Massachusetts,Bristol,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Age-adjusted prevalence,13.0,,,7.8,18.6,580164,25005,HLTHOUT,TEETHLOST,AgeAdjPrv,All Teeth Lost,POINT (-71.088894 41.7485884)
2021,MA,Massachusetts,Dukes,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Age-adjusted prevalence,73.3,,,67.8,78.2,21097,25007,PREVENT,CHECKUP,AgeAdjPrv,Annual Checkup,POINT (-70.7014995 41.3809696)
2021,MA,Massachusetts,Plymouth,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,77.4,,,74.0,80.6,533003,25023,PREVENT,BPMED,CrdPrv,Taking BP Medication,POINT (-70.7419417 41.9871959)
2020,MA,Massachusetts,Essex,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,9.1,,,5.4,13.4,807074,25009,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost,POINT (-70.8649085 42.6427082)
2021,MA,Massachusetts,Middlesex,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Crude prevalence,5.3,,,4.6,6.0,1614742,25017,DISABLT,HEARING,CrdPrv,Hearing Disability,POINT (-71.3949161 42.4817182)
2021,MA,Massachusetts,Barnstable,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,8.8,,,7.4,10.4,232411,25001,HLTHSTAT,PHLTH,AgeAdjPrv,Physical Health,POINT (-70.1648227 41.7061233)
2021,MA,Massachusetts,Dukes,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,30.2,,,25.6,34.7,21097,25007,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,POINT (-70.7014995 41.3809696)
2021,MA,Massachusetts,Franklin,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.5,,,5.8,7.3,71015,25011,HLTHOUT,CANCER,AgeAdjPrv,Cancer (except skin),POINT (-72.5917921 42.5845038)
